ID,Nombre,Edad,Email,Telefono,Ciudad,Ingresos,Estado
23,Nombre_23,88,user23@mail.com,30023,Cali,18956918,Activo
126,Nombre_26,4,correo_malo,300126,Cali,4846451,???
172,Nombre_22,64,user12@mail.com,300172,,10637100,Inactivo
164,Nombre_14,20,user4@mail.com,300164,Medellín,17031851,Inactivo
61,Nombre_11,-14,user21@mail.com,30061,Medellín,3137459,Activo
20,Nombre_20,100,user20@mail.com,XXX,Bogotá,1632688,???
281,Nombre_31,67,user1@mail.com,300281,,11867797,Activo
275,Nombre_25,20,user35@mail.com,XXX,Medellín,8810717,???
237,Nombre_37,58,user37@mail.com,300237,,19136568,Inactivo
283,Nombre_33,103,user3@mail.com,300283,Cali,17785299,Inactivo
32,Nombre_32,52,user32@mail.com,30032,Medellín,5573845,Activo
220,Nombre_20,43,user20@mail.com,XXX,Medellín,17569726,???
289,Nombre_39,127,user9@mail.com,300289,Medellín,19612938,Activo
157,Nombre_7,38,user37@mail.com,300157,Cali,-205369,Inactivo
260,Nombre_10,112,user20@mail.com,XXX,,354084,Inactivo
66,Nombre_16,106,user26@mail.com,30066,Bogotá,4491904,???
210,Nombre_10,10,correo_malo,XXX,,4549140,???
242,Nombre_42,124,user2@mail.com,300242,,9092365,???
22,Nombre_22,102,user22@mail.com,30022,Medellín,19883495,Activo
13,Nombre_13,71,user13@mail.com,30013,Bogotá,17076819,Activo
131,Nombre_31,22,user11@mail.com,300131,,7997966,Activo
128,Nombre_28,83,user8@mail.com,300128,Cali,18858235,Activo
199,Nombre_49,11,user39@mail.com,300199,Bogotá,9662511,Inactivo
185,Nombre_35,101,user25@mail.com,XXX,Bogotá,14623012,???
159,Nombre_9,85,user39@mail.com,300159,,19130813,Inactivo
13,Nombre_13,32,user13@mail.com,30013,Medellín,11045019,Inactivo
86,Nombre_36,2,user6@mail.com,30086,Bogotá,9370666,Inactivo
123,Nombre_23,79,user3@mail.com,300123,Bogotá,14451105,Activo
239,Nombre_39,90,user39@mail.com,300239,Medellín,1698462,Inactivo
153,Nombre_3,118,user33@mail.com,300153,,13319383,???
163,Nombre_13,121,user3@mail.com,300163,Bogotá,12438878,Activo
186,Nombre_36,65,user26@mail.com,300186,,459916,Activo
116,Nombre_16,-8,user36@mail.com,300116,,526278,Inactivo
260,Nombre_10,37,user20@mail.com,XXX,Cali,10382270,Activo
103,Nombre_3,124,user23@mail.com,300103,Cali,18409153,Activo
170,Nombre_20,-7,user10@mail.com,XXX,Bogotá,-613849,Activo
287,Nombre_37,63,correo_malo,300287,Medellín,2915496,Activo
60,Nombre_10,36,user20@mail.com,XXX,,17620139,Inactivo
45,Nombre_45,3,user5@mail.com,XXX,Medellín,15404798,???
72,Nombre_22,-7,user32@mail.com,30072,,18132082,Activo
168,Nombre_18,58,correo_malo,300168,Medellín,17777358,???
171,Nombre_21,21,user11@mail.com,300171,,18857734,Inactivo
267,Nombre_17,-5,user27@mail.com,300267,,8351171,Activo
177,Nombre_27,44,user17@mail.com,300177,Bogotá,4111931,Inactivo
85,Nombre_35,52,user5@mail.com,XXX,Cali,10348681,Inactivo
252,Nombre_2,-5,correo_malo,300252,,11271038,???
284,Nombre_34,113,user4@mail.com,300284,Cali,1826376,Activo
69,Nombre_19,23,user29@mail.com,30069,,661685,???
149,Nombre_49,-7,user29@mail.com,300149,Bogotá,71673,Activo
283,Nombre_33,90,user3@mail.com,300283,Medellín,12634147,Inactivo
241,Nombre_41,49,user1@mail.com,300241,,8368880,???
192,Nombre_42,108,user32@mail.com,300192,Bogotá,3445200,Activo
281,Nombre_31,63,user1@mail.com,300281,Medellín,7059301,Inactivo
104,Nombre_4,98,user24@mail.com,300104,,6714057,???
25,Nombre_25,20,user25@mail.com,XXX,Bogotá,14618114,Inactivo
125,Nombre_25,55,user5@mail.com,XXX,Bogotá,14931317,Inactivo
174,Nombre_24,20,user14@mail.com,300174,Medellín,6998336,Inactivo
204,Nombre_4,32,user4@mail.com,300204,Cali,13656138,???
241,Nombre_41,59,user1@mail.com,300241,Cali,4670409,Inactivo
249,Nombre_49,86,user9@mail.com,300249,Medellín,16749501,Inactivo
108,Nombre_8,101,user28@mail.com,300108,Bogotá,17935949,Inactivo
207,Nombre_7,114,user7@mail.com,300207,Medellín,7884947,Activo
271,Nombre_21,-3,user31@mail.com,300271,Cali,17339156,???
125,Nombre_25,101,user5@mail.com,XXX,Bogotá,16800754,???
204,Nombre_4,17,user4@mail.com,300204,,1437088,Inactivo
181,Nombre_31,128,user21@mail.com,300181,Bogotá,15093931,???
75,Nombre_25,-7,user35@mail.com,XXX,Bogotá,13039901,Activo
259,Nombre_9,101,correo_malo,300259,,13461418,???
227,Nombre_27,18,user27@mail.com,300227,Bogotá,16183602,???
153,Nombre_3,50,user33@mail.com,300153,,5986434,Activo
109,Nombre_9,74,user29@mail.com,300109,Bogotá,13813992,Activo
130,Nombre_30,-5,user10@mail.com,XXX,,11238602,Inactivo
224,Nombre_24,82,correo_malo,300224,Medellín,6083051,???
243,Nombre_43,95,user3@mail.com,300243,Medellín,12823968,Activo
78,Nombre_28,118,user38@mail.com,30078,,508851,Activo
17,Nombre_17,70,user17@mail.com,30017,,18639603,Activo
123,Nombre_23,100,user3@mail.com,300123,Cali,9657223,Activo
153,Nombre_3,6,user33@mail.com,300153,,15176415,Inactivo
81,Nombre_31,-2,user1@mail.com,30081,,13467148,???
122,Nombre_22,-7,user2@mail.com,300122,Medellín,-903340,Activo
115,Nombre_15,-15,user35@mail.com,XXX,Bogotá,5099055,???
169,Nombre_19,92,user9@mail.com,300169,Medellín,2419629,Inactivo
134,Nombre_34,89,user14@mail.com,300134,Bogotá,15961795,???
280,Nombre_30,61,correo_malo,XXX,,8937052,Activo
188,Nombre_38,7,user28@mail.com,300188,,1127552,Inactivo
85,Nombre_35,27,user5@mail.com,XXX,Bogotá,5484849,Activo
293,Nombre_43,-15,user13@mail.com,300293,,3518755,???
57,Nombre_7,30,user17@mail.com,30057,,11323987,Activo
171,Nombre_21,96,user11@mail.com,300171,,2005538,Inactivo
235,Nombre_35,128,user35@mail.com,XXX,Medellín,7110846,Inactivo
158,Nombre_8,119,user38@mail.com,300158,,-342176,Activo
10,Nombre_10,66,user10@mail.com,XXX,,1874077,Inactivo
90,Nombre_40,0,user10@mail.com,XXX,,7248465,Activo
59,Nombre_9,71,user19@mail.com,30059,Cali,19287671,???
44,Nombre_44,30,user4@mail.com,30044,Bogotá,12362315,Inactivo
248,Nombre_48,53,user8@mail.com,300248,Medellín,5892732,Activo
156,Nombre_6,21,user36@mail.com,300156,Bogotá,5074528,???
192,Nombre_42,100,user32@mail.com,300192,Medellín,6601859,Inactivo
82,Nombre_32,117,user2@mail.com,30082,Medellín,8045084,Inactivo
283,Nombre_33,15,user3@mail.com,300283,Cali,441526,???
295,Nombre_45,11,user15@mail.com,XXX,Medellín,12701261,???
163,Nombre_13,14,user3@mail.com,300163,,12026080,Inactivo
194,Nombre_44,87,user34@mail.com,300194,,14021561,Inactivo
89,Nombre_39,77,user9@mail.com,30089,,1718024,???
10,Nombre_10,128,user10@mail.com,XXX,,14548419,Activo
282,Nombre_32,-1,user2@mail.com,300282,,8381828,Activo
283,Nombre_33,12,user3@mail.com,300283,Medellín,12719340,Inactivo
190,Nombre_40,100,user30@mail.com,XXX,,15950889,Activo
19,Nombre_19,111,user19@mail.com,30019,,16156543,Inactivo
281,Nombre_31,129,user1@mail.com,300281,Cali,10354569,Inactivo
61,Nombre_11,-10,user21@mail.com,30061,Cali,13014359,Activo
8,Nombre_8,80,user8@mail.com,3008,,16204983,Activo
276,Nombre_26,122,user36@mail.com,300276,,3595418,Activo
294,Nombre_44,51,correo_malo,300294,,6126449,Inactivo
246,Nombre_46,107,user6@mail.com,300246,Medellín,3580871,Activo
1,Nombre_1,49,user1@mail.com,3001,Medellín,9606751,Activo
62,Nombre_12,118,user22@mail.com,30062,Bogotá,10904154,Activo
228,Nombre_28,6,user28@mail.com,300228,,12807199,???
78,Nombre_28,121,user38@mail.com,30078,Bogotá,15407819,Inactivo
202,Nombre_2,-6,user2@mail.com,300202,,13992673,Activo
217,Nombre_17,107,correo_malo,300217,Cali,336763,Inactivo
190,Nombre_40,50,user30@mail.com,XXX,Bogotá,3594725,???
214,Nombre_14,38,user14@mail.com,300214,,10601234,Inactivo
142,Nombre_42,24,user22@mail.com,300142,,14283608,???
211,Nombre_11,47,user11@mail.com,300211,Bogotá,3746249,???
249,Nombre_49,72,user9@mail.com,300249,Medellín,7277701,Inactivo
24,Nombre_24,46,user24@mail.com,30024,Cali,10176231,Inactivo
244,Nombre_44,86,user4@mail.com,300244,Cali,10323274,Activo
84,Nombre_34,-11,correo_malo,30084,Bogotá,15367150,Activo
192,Nombre_42,127,user32@mail.com,300192,Cali,7364063,???
115,Nombre_15,22,user35@mail.com,XXX,,12505910,???
239,Nombre_39,36,user39@mail.com,300239,Medellín,2045607,Inactivo
208,Nombre_8,111,user8@mail.com,300208,Bogotá,1056150,Inactivo
85,Nombre_35,39,user5@mail.com,XXX,Cali,18240903,Activo
205,Nombre_5,72,user5@mail.com,XXX,,18699780,???
235,Nombre_35,18,user35@mail.com,XXX,Bogotá,2758301,Activo
16,Nombre_16,-6,user16@mail.com,30016,Cali,5989258,Activo
118,Nombre_18,36,user38@mail.com,300118,,12219523,Activo
81,Nombre_31,-11,user1@mail.com,30081,Medellín,8474358,Inactivo
157,Nombre_7,113,user37@mail.com,300157,Bogotá,3342745,???
148,Nombre_48,103,user28@mail.com,300148,,6782098,Inactivo
193,Nombre_43,87,user33@mail.com,300193,Medellín,9408000,Activo
35,Nombre_35,115,correo_malo,XXX,,6168724,Inactivo
164,Nombre_14,89,user4@mail.com,300164,,15633109,Inactivo
97,Nombre_47,24,user17@mail.com,30097,Cali,3020350,Activo
84,Nombre_34,98,correo_malo,30084,Medellín,28405,Inactivo
270,Nombre_20,-7,user30@mail.com,XXX,Bogotá,10860035,???
147,Nombre_47,127,correo_malo,300147,Bogotá,2582886,???
300,Nombre_0,127,user20@mail.com,XXX,,1314676,Activo
78,Nombre_28,57,user38@mail.com,30078,Medellín,18628593,Inactivo
104,Nombre_4,88,user24@mail.com,300104,Bogotá,15765375,???
261,Nombre_11,33,user21@mail.com,300261,Cali,12041210,???
40,Nombre_40,62,user0@mail.com,XXX,,15529479,???
236,Nombre_36,101,user36@mail.com,300236,,6743265,Inactivo
93,Nombre_43,-15,user13@mail.com,30093,Medellín,9877985,Activo
284,Nombre_34,77,user4@mail.com,300284,Medellín,11125027,???
239,Nombre_39,-1,user39@mail.com,300239,Cali,14123972,Inactivo
67,Nombre_17,15,user27@mail.com,30067,Bogotá,2243619,Activo
90,Nombre_40,121,user10@mail.com,XXX,Cali,14742582,Activo
80,Nombre_30,120,user0@mail.com,XXX,Medellín,-889863,???
185,Nombre_35,10,user25@mail.com,XXX,Bogotá,19356854,Inactivo
250,Nombre_0,86,user10@mail.com,XXX,Cali,18428207,Inactivo
123,Nombre_23,114,user3@mail.com,300123,Medellín,2281484,Inactivo
157,Nombre_7,92,user37@mail.com,300157,Cali,2498712,???
125,Nombre_25,5,user5@mail.com,XXX,Medellín,2506505,Activo
13,Nombre_13,29,user13@mail.com,30013,,12043410,???
283,Nombre_33,55,user3@mail.com,300283,Bogotá,4316504,???
65,Nombre_15,94,user25@mail.com,XXX,Cali,12120225,Activo
100,Nombre_0,118,user20@mail.com,XXX,,7148508,Inactivo
111,Nombre_11,69,user31@mail.com,300111,,8786873,Activo
254,Nombre_4,97,user14@mail.com,300254,,12217160,???
75,Nombre_25,106,user35@mail.com,XXX,Medellín,17980280,Inactivo
12,Nombre_12,-11,user12@mail.com,30012,Medellín,-497998,Activo
98,Nombre_48,80,correo_malo,30098,Bogotá,8195332,Inactivo
197,Nombre_47,23,user37@mail.com,300197,,11009003,Inactivo
252,Nombre_2,34,correo_malo,300252,,13333434,Activo
164,Nombre_14,-11,user4@mail.com,300164,Bogotá,13299705,Activo
290,Nombre_40,88,user10@mail.com,XXX,Medellín,1385559,Inactivo
269,Nombre_19,100,user29@mail.com,300269,Cali,12730688,Activo
36,Nombre_36,70,user36@mail.com,30036,,-767789,???
228,Nombre_28,69,user28@mail.com,300228,Bogotá,10185933,???
184,Nombre_34,-14,user24@mail.com,300184,,14767567,Activo
57,Nombre_7,74,user17@mail.com,30057,Cali,4802794,Activo
25,Nombre_25,98,user25@mail.com,XXX,Bogotá,4078464,Activo
238,Nombre_38,29,correo_malo,300238,,3610965,Activo
21,Nombre_21,-14,correo_malo,30021,,14036813,Inactivo
240,Nombre_40,-3,user0@mail.com,XXX,,4912284,???
236,Nombre_36,89,user36@mail.com,300236,Medellín,2462762,Inactivo
186,Nombre_36,7,user26@mail.com,300186,,5467541,Activo
252,Nombre_2,42,correo_malo,300252,,19885245,???
290,Nombre_40,82,user10@mail.com,XXX,Medellín,16465235,Activo
106,Nombre_6,122,user26@mail.com,300106,Medellín,13354256,Activo
24,Nombre_24,24,user24@mail.com,30024,,17159500,???
254,Nombre_4,90,user14@mail.com,300254,Cali,3851061,Inactivo
220,Nombre_20,2,user20@mail.com,XXX,Medellín,4658631,Activo
232,Nombre_32,116,user32@mail.com,300232,Cali,6473945,Activo
260,Nombre_10,-7,user20@mail.com,XXX,Medellín,5461274,Activo
219,Nombre_19,56,user19@mail.com,300219,Bogotá,15868509,Inactivo
214,Nombre_14,37,user14@mail.com,300214,Bogotá,18245657,Activo
104,Nombre_4,73,user24@mail.com,300104,Bogotá,7065738,Activo
300,Nombre_0,67,user20@mail.com,XXX,Medellín,17202041,???
195,Nombre_45,103,user35@mail.com,XXX,Cali,4773670,Activo
12,Nombre_12,30,user12@mail.com,30012,,12808032,???
282,Nombre_32,-1,user2@mail.com,300282,,14861506,Activo
119,Nombre_19,28,correo_malo,300119,Medellín,2183443,Inactivo
59,Nombre_9,125,user19@mail.com,30059,Medellín,3363757,???
299,Nombre_49,54,user19@mail.com,300299,,16663409,???
259,Nombre_9,112,correo_malo,300259,Bogotá,6590433,Inactivo
24,Nombre_24,59,user24@mail.com,30024,Bogotá,193316,???
91,Nombre_41,48,correo_malo,30091,Medellín,14796937,Inactivo
286,Nombre_36,-7,user6@mail.com,300286,Medellín,1220973,Inactivo
17,Nombre_17,31,user17@mail.com,30017,Bogotá,16143318,Inactivo
108,Nombre_8,32,user28@mail.com,300108,Medellín,8164300,???
170,Nombre_20,126,user10@mail.com,XXX,,15181199,???
196,Nombre_46,42,correo_malo,300196,Cali,336362,???
194,Nombre_44,69,user34@mail.com,300194,Cali,17912065,Inactivo
139,Nombre_39,-9,user19@mail.com,300139,,2453069,???
126,Nombre_26,60,correo_malo,300126,Cali,499617,Inactivo
221,Nombre_21,98,user21@mail.com,300221,,-527085,Activo
158,Nombre_8,41,user38@mail.com,300158,,11435346,Activo
215,Nombre_15,10,user15@mail.com,XXX,Bogotá,7150231,???
18,Nombre_18,49,user18@mail.com,30018,Bogotá,11362957,Inactivo
13,Nombre_13,86,user13@mail.com,30013,Bogotá,7884561,Activo
43,Nombre_43,70,user3@mail.com,30043,Cali,87271,Inactivo
265,Nombre_15,2,user25@mail.com,XXX,,9985280,Activo
277,Nombre_27,76,user37@mail.com,300277,,-489077,???
270,Nombre_20,126,user30@mail.com,XXX,Bogotá,14730734,Inactivo
251,Nombre_1,20,user11@mail.com,300251,,-861310,???
258,Nombre_8,62,user18@mail.com,300258,,16334493,Activo
265,Nombre_15,111,user25@mail.com,XXX,Cali,1469350,???
223,Nombre_23,87,user23@mail.com,300223,Bogotá,17411222,Activo
5,Nombre_5,24,user5@mail.com,XXX,Cali,11088479,Activo
96,Nombre_46,-4,user16@mail.com,30096,,708724,Activo
180,Nombre_30,28,user20@mail.com,XXX,,13544096,Inactivo
161,Nombre_11,3,correo_malo,300161,,12051663,Inactivo
143,Nombre_43,73,user23@mail.com,300143,,13527969,Activo
300,Nombre_0,74,user20@mail.com,XXX,Bogotá,19115436,Inactivo
26,Nombre_26,126,user26@mail.com,30026,Medellín,4059749,???
250,Nombre_0,19,user10@mail.com,XXX,Medellín,16360603,???
74,Nombre_24,124,user34@mail.com,30074,Bogotá,19290877,Activo
251,Nombre_1,39,user11@mail.com,300251,Cali,4168950,???
197,Nombre_47,60,user37@mail.com,300197,,15762011,???
85,Nombre_35,112,user5@mail.com,XXX,Bogotá,10692163,Inactivo
245,Nombre_45,60,correo_malo,XXX,,12898828,Inactivo
156,Nombre_6,76,user36@mail.com,300156,Bogotá,5071095,???
118,Nombre_18,71,user38@mail.com,300118,Cali,8687831,Inactivo
260,Nombre_10,96,user20@mail.com,XXX,,-434790,Inactivo
213,Nombre_13,125,user13@mail.com,300213,,3774075,Activo
189,Nombre_39,69,correo_malo,300189,,5525878,???
151,Nombre_1,20,user31@mail.com,300151,Cali,7094908,???
221,Nombre_21,69,user21@mail.com,300221,,7694727,Inactivo
105,Nombre_5,18,correo_malo,XXX,,19857679,Inactivo
189,Nombre_39,72,correo_malo,300189,,2070302,Inactivo
85,Nombre_35,5,user5@mail.com,XXX,,15578493,Inactivo
246,Nombre_46,-11,user6@mail.com,300246,,18881018,???
186,Nombre_36,90,user26@mail.com,300186,,19638228,Activo
2,Nombre_2,123,user2@mail.com,3002,,5829869,???
185,Nombre_35,37,user25@mail.com,XXX,Bogotá,1047167,???
6,Nombre_6,127,user6@mail.com,3006,Medellín,19925412,???
99,Nombre_49,-2,user19@mail.com,30099,Bogotá,8164297,???
193,Nombre_43,106,user33@mail.com,300193,,13452509,Inactivo
78,Nombre_28,88,user38@mail.com,30078,Cali,5827463,Inactivo
25,Nombre_25,122,user25@mail.com,XXX,,-42131,Activo
120,Nombre_20,56,user0@mail.com,XXX,Cali,11550365,???
221,Nombre_21,14,user21@mail.com,300221,Cali,13974384,Activo
188,Nombre_38,-6,user28@mail.com,300188,Bogotá,15655924,Inactivo
82,Nombre_32,47,user2@mail.com,30082,,7884725,Inactivo
253,Nombre_3,111,user13@mail.com,300253,Bogotá,16390971,Activo
79,Nombre_29,1,user39@mail.com,30079,Cali,1972316,Activo
146,Nombre_46,113,user26@mail.com,300146,,3304197,Inactivo
177,Nombre_27,10,user17@mail.com,300177,,6696193,???
192,Nombre_42,85,user32@mail.com,300192,Bogotá,18141217,???
62,Nombre_12,80,user22@mail.com,30062,,16482233,???
187,Nombre_37,109,user27@mail.com,300187,Medellín,12513746,Activo
226,Nombre_26,-4,user26@mail.com,300226,Cali,15842773,Activo
265,Nombre_15,45,user25@mail.com,XXX,,15746386,Inactivo
169,Nombre_19,106,user9@mail.com,300169,Bogotá,9865847,???
118,Nombre_18,-14,user38@mail.com,300118,,18080087,???
15,Nombre_15,121,user15@mail.com,XXX,Bogotá,17837360,???
183,Nombre_33,34,user23@mail.com,300183,,12892583,???
273,Nombre_23,-7,correo_malo,300273,,18870943,???
157,Nombre_7,1,user37@mail.com,300157,,2482877,???
254,Nombre_4,66,user14@mail.com,300254,,7761822,Inactivo
154,Nombre_4,55,correo_malo,300154,,3975941,Activo
231,Nombre_31,121,correo_malo,300231,Cali,1763405,???
182,Nombre_32,24,correo_malo,300182,Medellín,5862028,Activo
5,Nombre_5,-13,user5@mail.com,XXX,Cali,4325029,Activo
17,Nombre_17,114,user17@mail.com,30017,Bogotá,2003216,Activo
56,Nombre_6,80,correo_malo,30056,,16797380,???
31,Nombre_31,62,user31@mail.com,30031,Bogotá,8762764,???
43,Nombre_43,102,user3@mail.com,30043,Bogotá,14346706,???
227,Nombre_27,25,user27@mail.com,300227,,14808053,Inactivo
269,Nombre_19,20,user29@mail.com,300269,Medellín,13452257,Inactivo
188,Nombre_38,96,user28@mail.com,300188,Medellín,6222932,Activo
237,Nombre_37,30,user37@mail.com,300237,,-140817,Activo
25,Nombre_25,119,user25@mail.com,XXX,,15947856,Inactivo
194,Nombre_44,102,user34@mail.com,300194,Medellín,10809315,Inactivo
75,Nombre_25,94,user35@mail.com,XXX,,5892027,Activo
227,Nombre_27,122,user27@mail.com,300227,Cali,1748136,???
215,Nombre_15,58,user15@mail.com,XXX,,17725524,Inactivo
224,Nombre_24,41,correo_malo,300224,,8641626,Activo
128,Nombre_28,63,user8@mail.com,300128,Cali,16814459,Activo
154,Nombre_4,97,correo_malo,300154,,18527758,Inactivo
201,Nombre_1,13,user1@mail.com,300201,Cali,8768259,???
115,Nombre_15,109,user35@mail.com,XXX,,9015275,???
288,Nombre_38,29,user8@mail.com,300288,,3827158,Inactivo
18,Nombre_18,120,user18@mail.com,30018,Bogotá,11083208,Inactivo
286,Nombre_36,57,user6@mail.com,300286,,2816246,???
145,Nombre_45,13,user25@mail.com,XXX,,19250172,Inactivo
51,Nombre_1,117,user11@mail.com,30051,,2963230,Inactivo
218,Nombre_18,21,user18@mail.com,300218,Cali,1241368,Inactivo
217,Nombre_17,40,correo_malo,300217,,6635066,???
22,Nombre_22,29,user22@mail.com,30022,Cali,17221867,Activo
71,Nombre_21,90,user31@mail.com,30071,Bogotá,12152751,Activo
109,Nombre_9,0,user29@mail.com,300109,,5462040,Inactivo
15,Nombre_15,48,user15@mail.com,XXX,Cali,6015325,Inactivo
293,Nombre_43,42,user13@mail.com,300293,,13613108,Inactivo
81,Nombre_31,78,user1@mail.com,30081,Bogotá,8696470,Activo
132,Nombre_32,0,user12@mail.com,300132,,9968329,Activo
149,Nombre_49,89,user29@mail.com,300149,Bogotá,-511892,Inactivo
288,Nombre_38,118,user8@mail.com,300288,,19943624,Activo
19,Nombre_19,68,user19@mail.com,30019,,414053,???
102,Nombre_2,-10,user22@mail.com,300102,Cali,5942013,???
236,Nombre_36,-7,user36@mail.com,300236,Bogotá,1061378,Activo
184,Nombre_34,116,user24@mail.com,300184,Medellín,4449086,Inactivo
110,Nombre_10,-14,user30@mail.com,XXX,,4773978,???
269,Nombre_19,80,user29@mail.com,300269,Bogotá,15439844,Inactivo
200,Nombre_0,126,user0@mail.com,XXX,,12126589,Activo
30,Nombre_30,-9,user30@mail.com,XXX,Cali,5921873,Inactivo
109,Nombre_9,90,user29@mail.com,300109,,7756198,Inactivo
199,Nombre_49,92,user39@mail.com,300199,,7398773,???
19,Nombre_19,32,user19@mail.com,30019,Cali,8383278,???
82,Nombre_32,3,user2@mail.com,30082,,11255858,???
72,Nombre_22,21,user32@mail.com,30072,,8325293,Activo
293,Nombre_43,110,user13@mail.com,300293,Cali,19632099,Inactivo
189,Nombre_39,47,correo_malo,300189,Bogotá,16103374,???
81,Nombre_31,-10,user1@mail.com,30081,Medellín,10669521,Activo
272,Nombre_22,115,user32@mail.com,300272,Medellín,6483742,Inactivo
201,Nombre_1,15,user1@mail.com,300201,,18439552,Inactivo
68,Nombre_18,78,user28@mail.com,30068,Medellín,18999530,???
140,Nombre_40,-10,correo_malo,XXX,Cali,10919477,Activo
107,Nombre_7,44,user27@mail.com,300107,,19879184,Inactivo
256,Nombre_6,71,user16@mail.com,300256,,17043446,Inactivo
181,Nombre_31,84,user21@mail.com,300181,Bogotá,18169332,Inactivo
105,Nombre_5,-4,correo_malo,XXX,,3314932,Inactivo
298,Nombre_48,88,user18@mail.com,300298,Cali,2879694,Inactivo
278,Nombre_28,56,user38@mail.com,300278,,10683806,???
109,Nombre_9,112,user29@mail.com,300109,Bogotá,12099847,???
234,Nombre_34,23,user34@mail.com,300234,Cali,15152357,???
49,Nombre_49,98,correo_malo,30049,,8093893,Inactivo
140,Nombre_40,73,correo_malo,XXX,Medellín,14508217,Activo
23,Nombre_23,21,user23@mail.com,30023,Medellín,4751020,???
173,Nombre_23,32,user13@mail.com,300173,Medellín,12776409,Inactivo
10,Nombre_10,97,user10@mail.com,XXX,Bogotá,17805238,Activo
124,Nombre_24,104,user4@mail.com,300124,Medellín,6936542,???
39,Nombre_39,15,user39@mail.com,30039,Cali,10265926,Inactivo
254,Nombre_4,114,user14@mail.com,300254,,16489691,Activo
246,Nombre_46,11,user6@mail.com,300246,Cali,16907573,???
256,Nombre_6,111,user16@mail.com,300256,,15822048,???
92,Nombre_42,79,user12@mail.com,30092,,4675531,???
268,Nombre_18,55,user28@mail.com,300268,,8509935,Inactivo
28,Nombre_28,16,correo_malo,30028,Cali,5746191,???
151,Nombre_1,59,user31@mail.com,300151,Medellín,18568334,Activo
206,Nombre_6,101,user6@mail.com,300206,Bogotá,15244007,Inactivo
67,Nombre_17,4,user27@mail.com,30067,Medellín,3756173,Inactivo
201,Nombre_1,6,user1@mail.com,300201,Bogotá,18811537,Inactivo
110,Nombre_10,113,user30@mail.com,XXX,Cali,4755618,???
7,Nombre_7,90,correo_malo,3007,Bogotá,15702018,Inactivo
35,Nombre_35,99,correo_malo,XXX,,11797268,Activo
134,Nombre_34,65,user14@mail.com,300134,Cali,14259269,???
145,Nombre_45,117,user25@mail.com,XXX,Cali,4020884,Activo
218,Nombre_18,5,user18@mail.com,300218,,3940877,Inactivo
